8	0	1
306	-205	-822		316	-98	-825
203	-271	-879		278	-156	-843
-55	-151	-804		167	-155	-830
336	-341	-1222		223	-217	-961
-35	-433	-657		137	-289	-860
-104	2333	-624		56	586	-781
-369	1032	-88		-85	735	-550
-176	90	-305		-116	519	-468
-197	-256	-35		-143	260	-323
5	326	-125		-93	282	-257
34	340	-349		-50	302	-288
-109	105	-156		-70	236	-244
-328	181	34		-156	217	-151
-160	263	-166		-157	233	-156
-41	409	31		-118	291	-93
3	555	229		-78	379	14
97	459	366		-19	406	131
-23	305	399		-20	372	221
45	228	368		1	324	270
152	150	208		52	266	249
125	51	212		76	194	237
46	-2	431		66	128	302
-35	153	599		32	136	401
-8	298	637		18	190	480
103	264	592		46	215	517
102	160	959		65	196	665
2	199	1244		44	197	858
21	303	1298		36	233	1005
122	326	1343		65	264	1118
49	117	1010		60	215	1082
-98	-33	879		7	132	1014
23	-103	789		12	53	939
37	-62	519		20	14	799
-50	-197	663		-3	-56	753
-88	-121	462		-31	-77	656
-99	-147	450		-54	-101	587
-83	-63	627		-64	-88	601
-9	62	626		-45	-38	609
-51	118	807		-47	14	675
-53	171	877		-49	66	743
-129	94	1007		-76	76	831
15	174	738		-45	109	800
117	186	522		8	134	707
-66	75	724		-16	115	713
-211	-81	1022		-81	49	816
-129	-26	842		-97	24	825
39	-36	538		-51	3	729
127	-78	587		8	-23	682
133	-38	725		49	-28	696
60	-51	821		53	-36	738
133	16	730		79	-18	735
206	-71	765		122	-36	745
125	-118	652		123	-63	714
-83	4	841		54	-41	756
-287	5	1082		-59	-25	865
-286	49	1159		-135	0	963
-47	158	685		-106	52	870
-65	76	779		-92	60	840
-118	105	1229		-101	75	970
-69	332	1439		-90	161	1127
-222	486	1263		-134	269	1172
-283	176	1266		-184	238	1203
-182	205	1654		-183	227	1354
49	508	1508		-105	321	1405
-50	378	1148		-87	340	1319
-56	173	1500		-77	284	1380
282	490	1520		42	353	1427
228	520	1312		104	409	1388
27	364	1904		79	394	1561
174	396	1822		111	395	1648
269	458	1004		163	416	1433
170	322	1080		165	384	1315
169	305	1157		167	358	1262
333	348	1039		222	355	1188
402	548	834		282	419	1070
195	681	1069		253	506	1070
191	794	1123		232	602	1088
423	926	938		296	710	1038
514	796	825		369	739	967
321	610	771		353	696	901
202	433	719		303	608	840
181	472	731		262	563	804
258	461	845		261	529	818
261	567	854		261	542	830
80	377	878		200	487	846
63	214	942		154	395	878
204	302	1054		171	364	937
322	575	1121		221	435	998
165	439	949		203	436	982
-27	261	1275		126	378	1080
105	497	1337		119	417	1166
235	809	1010		158	548	1114
117	596	708		144	564	978
20	356	1106		103	495	1021
70	661	1121		92	550	1054
147	766	686		110	622	931
244	485	599		155	576	820
299	569	800		203	574	813
264	633	1012		223	594	880
126	421	959		191	536	906
98	474	598		160	515	803
112	684	575		144	571	727
258	820	753		182	655	736
134	579	1122		166	629	865
96	583	818		143	614	849
144	804	568		143	678	755
290	942	547		192	766	686
217	837	883		200	790	752
46	579	904		149	719	802
72	597	788		123	679	798
165	711	825		137	689	807
196	498	804		157	626	806
151	319	944		155	523	852
128	230	1159		146	425	954
161	339	1040		151	396	983
167	328	830		156	374	932
164	236	1025		159	328	963
114	213	1245		144	289	1057
72	49	1225		120	209	1113
128	279	683		123	232	970
118	306	711		121	257	883
103	234	913		115	249	893
121	106	803		117	202	863
157	-59	610		130	114	778
180	11	558		147	80	705
102	71	708		132	77	706
287	0	711		184	51	708
401	-217	721		256	-38	712
332	-361	940		281	-146	788
173	-387	1093		245	-226	890
295	41	806		262	-137	862
314	143	800		279	-43	841
176	7	893		245	-26	858
141	-123	899		210	-58	872
171	96	786		197	-6	844
178	154	722		191	46	803
150	18	804		177	37	803
136	-216	869		163	-47	825
211	-227	876		179	-107	842
147	-239	779		169	-151	821
121	155	646		153	-48	763
150	132	625		152	11	717
89	-86	909		131	-21	781
24	-23	979		95	-21	847
2	88	795		64	15	830
132	88	712		87	39	791
152	79	833		109	52	805
134	-13	920		117	30	843
81	18	863		105	26	850
110	111	735		107	54	812
156	81	651		123	63	758
118	4	666		122	44	727
156	39	713		133	42	722
138	164	698		135	83	714
73	217	618		114	128	682
54	213	634		94	156	666
47	232	586		78	181	639
67	208	524		75	190	601
53	44	760		67	142	654
70	-4	732		68	93	680
44	37	699		60	74	686
16	-57	817		45	30	730
73	-217	986		55	-52	816
102	-287	1109		70	-131	914
81	-115	905		74	-125	911
73	-98	878		74	-116	900
125	-165	922		91	-132	907
84	-97	975		88	-121	930
125	-66	869		100	-103	910
105	90	769		102	-38	863
1	144	809		68	22	845
-70	209	929		22	85	873
8	233	852		17	134	866
73	181	733		36	150	821
